masdar,screeve,subject,conjugation
შენდობა,Aorist,2nd plural,შეუნდეთ
შენდობა,Aorist,3rd plural,შეუნდეს
ყინვა,Present,1st singular,ვყინავ
ყინვა,Present,2nd singular,ყინავ
ყინვა,Present,3rd singular,ყინავს
ყინვა,Present,1st plural,ვყინავთ
ყინვა,Present,2nd plural,ყინავთ
ყინვა,Present,3rd plural,ყინავენ
ყინვა,Aorist,1st singular,გავყინე
ყინვა,Aorist,2nd singular,გაყინე
ყინვა,Aorist,3rd singular,გაყინა
ყინვა,Aorist,1st plural,გავყინეთ
ყინვა,Aorist,2nd plural,გაყინეთ
ყინვა,Aorist,3rd plural,გაყინეს
შეწვა,Present,1st singular,ვწვავ
შეწვა,Present,2nd singular,წვავ
შეწვა,Present,3rd singular,წვავს
შეწვა,Present,1st plural,ვწვავთ
შეწვა,Present,2nd plural,წვავთ
შეწვა,Present,3rd plural,წვავენ
შეწვა,Aorist,1st singular,შევწვი
შეწვა,Aorist,2nd singular,შეწვი
შეწვა,Aorist,3rd singular,შეწვა
შეწვა,Aorist,1st plural,შევწვით
შეწვა,Aorist,2nd plural,შეწვით
შეწვა,Aorist,3rd plural,შეწვეს
შეგროვება,Present,1st singular,ვაგროვებ
შეგროვება,Present,2nd singular,აგროვებ
შეგროვება,Present,3rd singular,აგროვებს
შეგროვება,Present,1st plural,ვაგროვებთ
შეგროვება,Present,2nd plural,აგროვებთ
შეგროვება,Present,3rd plural,აგროვებენ
შეგროვება,Aorist,1st singular,შევაგროვე
შეგროვება,Aorist,2nd singular,შეაგროვე
შეგროვება,Aorist,3rd singular,შეაგროვა
შეგროვება,Aorist,1st plural,შევაგროვეთ
შეგროვება,Aorist,2nd plural,შეაგროვეთ
შეგროვება,Aorist,3rd plural,შეაგროვეს
მიღება,Present,1st singular,ვიღებ
მიღება,Present,2nd singular,იღებ
მიღება,Present,3rd singular,იღებს
მიღება,Present,1st plural,ვიღებთ
მიღება,Present,2nd plural,იღებთ
მიღება,Present,3rd plural,იღებენ
მიღება,Aorist,1st singular,მივიღე
მიღება,Aorist,2nd singular,მიიღე
მიღება,Aorist,3rd singular,მიიღო
მიღება,Aorist,1st plural,მივიღეთ
მიღება,Aorist,2nd plural,მიიღეთ
მიღება,Aorist,3rd plural,მიიღეს
მიცემა,Present,1st singular,ვაძლევ
მიცემა,Present,2nd singular,აძლევ
მიცემა,Present,3rd singular,აძლევს
მიცემა,Present,1st plural,ვაძლევთ
მიცემა,Present,2nd plural,აძლევთ
მიცემა,Present,3rd plural,აძლევენ
მიცემა,Aorist,1st singular,მივეცი
მიცემა,Aorist,2nd singular,მიეცი
მიცემა,Aorist,3rd singular,მისცა
მიცემა,Aorist,1st plural,მივეცით
მიცემა,Aorist,2nd plural,მიეცით
მიცემა,Aorist,3rd plural,მისცეს
მიცემა,Future,1st singular,მივცემ
მიცემა,Future,2nd singular,მისცემ
მიცემა,Future,3rd singular,მისცემს
მიცემა,Future,1st plural,მივცემთ
მიცემა,Future,2nd plural,მისცემთ
მიცემა,Future,3rd plural,მისცემენ
ჩუქება,Present,1st singular,ვჩუქნი
ჩუქება,Present,2nd singular,ჩუქნი
ჩუქება,Present,3rd singular,ჩუქნის
ჩუქება,Present,1st plural,ვჩუქნით
ჩუქება,Present,2nd plural,ჩუქნით
ჩუქება,Present,3rd plural,ჩუქნიან
ჩუქება,Aorist,1st singular,ვაჩუქე
ჩუქება,Aorist,2nd singular,აჩუქე
ჩუქება,Aorist,3rd singular,აჩუქა
ჩუქება,Aorist,1st plural,ვაჩუქეთ
ჩუქება,Aorist,2nd plural,აჩუქეთ
ჩუქება,Aorist,3rd plural,აჩუქეს
გახარება,Present,1st singular,მიხარია
გახარება,Present,2nd singular,გიხარია
გახარება,Present,3rd singular,უხარია
გახარება,Present,1st plural,გვიხარია
გახარება,Present,2nd plural,გიხარიათ
გახარება,Present,3rd plural,უხარიათ
გახარება,Aorist,1st singular,გამიხარდა
გახარება,Aorist,2nd singular,გაგიხარდა
გახარება,Aorist,3rd singular,გაუხარდა
გახარება,Aorist,1st plural,გაგვიხარდა
გახარება,Aorist,2nd plural,გაგიხარდათ
გახარება,Aorist,3rd plural,გაუხარდათ
გახარება,Future,1st singular,გამიხარდება
გახარება,Future,2nd singular,გაგიხარდება
გახარება,Future,3rd singular,გაუხარდება
გახარება,Future,1st plural,გაგვიხარდება
გახარება,Future,2nd plural,გაგიხარდებათ
გახარება,Future,3rd plural,გაუხარდებათ
წასვლა,Present,1st singular,მივდივარ
წასვლა,Present,2nd singular,მიდიხარ
წასვლა,Present,3rd singular,მიდის
წასვლა,Present,1st plural,მივდივართ
წასვლა,Present,2nd plural,მიდიხართ
წასვლა,Present,3rd plural,მიდიან
წასვლა,Aorist,1st singular,წავედი
წასვლა,Aorist,2nd singular,წახვედი
წასვლა,Aorist,3rd singular,წავიდა
წასვლა,Aorist,1st plural,წავედით
წასვლა,Aorist,2nd plural,წახვედით
წასვლა,Aorist,3rd plural,წავიდნენ
წასვლა,Future,1st singular,წავალ
წასვლა,Future,2nd singular,წახვალ
წასვლა,Future,3rd singular,წავა
წასვლა,Future,1st plural,წავალთ
წასვლა,Future,2nd plural,წახვალთ
წასვლა,Future,3rd plural,წავლენ
ჭარაობა,Present,1st singular,ვჭორაობ
ჭარაობა,Present,2nd singular,ჭორაობ
ჭარაობა,Present,3rd singular,ჭორაობს
ჭარაობა,Present,1st plural,ვჭორაობთ
ჭარაობა,Present,2nd plural,ჭორაობთ
ჭარაობა,Present,3rd plural,ჭორაობენ
ჭარაობა,Aorist,1st singular,ვიჭორავე
